,City,Province,City_ID,Population 2021,Land Area (sqKM)
2515,Sarnia,Ontario,2021A00053538030,72047.0,163.9
2516,Sarnia 45,Ontario,2021A00053538025,648.0,12.58
2517,St. Clair,Ontario,2021A00053538003,14659.0,618.57
2518,Walpole Island 46,Ontario,2021A00053538004,,137.43
2519,Warwick,Ontario,2021A00053538043,3641.0,290.21
2520,Lanark,Ontario,2021A00033509,75760.0,2986.71
2521,Beckwith,Ontario,2021A00053509024,9021.0,239.31
2522,Carleton Place,Ontario,2021A00053509028,12517.0,9.94
2523,Drummond/North Elmsley,Ontario,2021A00053509010,8183.0,365.67
2524,Lanark Highlands,Ontario,2021A00053509039,5737.0,1031.52
2525,Mississippi Mills,Ontario,2021A00053509030,14740.0,511.25
2526,Montague,Ontario,2021A00053509001,3914.0,278.47
2527,Perth,Ontario,2021A00053509021,6469.0,12.21
2528,Smiths Falls,Ontario,2021A00053509004,9254.0,9.66
2529,Tay Valley,Ontario,2021A00053509015,5925.0,528.67
2530,Leeds and Grenville,Ontario,2021A00033507,104070.0,3355.61
2531,Athens,Ontario,2021A00053507042,3042.0,129.54
2532,Augusta,Ontario,2021A00053507006,7386.0,313.77
2533,Brockville,Ontario,2021A00053507015,22116.0,20.91
2534,Edwardsburgh/Cardinal,Ontario,2021A00053507004,7505.0,309.91
2535,Elizabethtown-Kitley,Ontario,2021A00053507014,9545.0,555.96
2536,Front of Yonge,Ontario,2021A00053507017,2595.0,125.25
2537,Gananoque,Ontario,2021A00053507024,5383.0,7.01
2538,Leeds and the Thousand Islands,Ontario,2021A00053507021,9804.0,608.09
2539,Merrickville-Wolford,Ontario,2021A00053507052,3135.0,214.33
2540,North Grenville,Ontario,2021A00053507065,17964.0,351.9
2541,Prescott,Ontario,2021A00053507008,4078.0,4.94
2542,Rideau Lakes,Ontario,2021A00053507040,10883.0,711.81
2543,Westport,Ontario,2021A00053507033,634.0,2.19
2544,Lennox and Addington,Ontario,2021A00033511,45182.0,2792.72
2545,Addington Highlands,Ontario,2021A00053511035,2534.0,1293.99
2546,Greater Napanee,Ontario,2021A00053511015,16879.0,462.3
2547,Loyalist,Ontario,2021A00053511005,17943.0,342.72
2548,Stone Mills,Ontario,2021A00053511030,7826.0,693.71
2549,Manitoulin,Ontario,2021A00033551,13935.0,3073.54
2550,Assiginack,Ontario,2021A00053551011,1008.0,224.89
2551,Billings,Ontario,2021A00053551021,753.0,208.81
2552,Burpee and Mills,Ontario,2021A00053551028,382.0,217.33
2553,Central Manitoulin,Ontario,2021A00053551006,2235.0,427.61
2554,Cockburn Island,Ontario,2021A00053551034,16.0,168.9
2555,Gordon/Barrie Island,Ontario,2021A00053551027,613.0,263.44
2556,Gore Bay,Ontario,2021A00053551026,808.0,5.14
2557,M'Chigeeng 22,Ontario,2021A00053551045,926.0,32.99
2558,"Manitoulin, Unorganized, West Part",Ontario,2021A00053551094,219.0,402.29
2559,Northeastern Manitoulin and the Islands,Ontario,2021A00053551017,2641.0,489.19
2560,Sheguiandah 24,Ontario,2021A00053551042,158.0,20.65
2561,Sheshegwaning 20,Ontario,2021A00053551044,127.0,20.06
2562,Sucker Creek 23,Ontario,2021A00053551041,373.0,6.47
2563,Tehkummah,Ontario,2021A00053551001,450.0,131.7
2564,Whitefish River 4,Ontario,2021A00053551040,457.0,39.73
2565,Wikwemikong Unceded,Ontario,2021A00053551043,2728.0,409.04
2566,Zhiibaahaasing 19A,Ontario,2021A00053551100,41.0,5.28
2567,Middlesex,Ontario,2021A00033539,500563.0,3317.76
2568,Adelaide-Metcalfe,Ontario,2021A00053539047,3011.0,331.11
2569,Chippewas of the Thames First Nation 42,Ontario,2021A00053539017,,42.49
2570,London,Ontario,2021A00053539036,422324.0,420.5
2571,Lucan Biddulph,Ontario,2021A00053539060,5680.0,169.08
2572,Middlesex Centre,Ontario,2021A00053539033,18928.0,588.16
2573,Munsee-Delaware Nation 1,Ontario,2021A00053539018,129.0,11.19
2574,Newbury,Ontario,2021A00053539002,440.0,1.77
2575,North Middlesex,Ontario,2021A00053539041,6307.0,598.65
2576,Oneida 41,Ontario,2021A00053539021,,22.14
2577,Southwest Middlesex,Ontario,2021A00053539005,5893.0,427.82
2578,Strathroy-Caradoc,Ontario,2021A00053539015,23871.0,270.86
2579,Thames Centre,Ontario,2021A00053539027,13980.0,433.99
2580,Muskoka,Ontario,2021A00033544,66674.0,3839.47
2581,Bracebridge,Ontario,2021A00053544018,17305.0,615.2
2582,Georgian Bay,Ontario,2021A00053544065,3441.0,525.29
2583,Gravenhurst,Ontario,2021A00053544002,13157.0,489.11
2584,Huntsville,Ontario,2021A00053544042,21147.0,705.18
2585,Lake of Bays,Ontario,2021A00053544027,3759.0,667.43
2586,Moose Point 79,Ontario,2021A00053544073,213.0,3.14
2587,Muskoka Lakes,Ontario,2021A00053544053,7652.0,774.46
2588,Wahta Mohawk Territory,Ontario,2021A00053544071,,59.66
2589,Niagara,Ontario,2021A00033526,477941.0,1852.82
2590,Fort Erie,Ontario,2021A00053526003,32901.0,166.24
2591,Grimsby,Ontario,2021A00053526065,28883.0,68.71
2592,Lincoln,Ontario,2021A00053526057,25719.0,162.74
2593,Niagara Falls,Ontario,2021A00053526043,94415.0,210.25
2594,Niagara-on-the-Lake,Ontario,2021A00053526047,19088.0,131.35
2595,Pelham,Ontario,2021A00053526028,18192.0,126.35
2596,Port Colborne,Ontario,2021A00053526011,20033.0,121.99
2597,St. Catharines,Ontario,2021A00053526053,136803.0,96.2
2598,Thorold,Ontario,2021A00053526037,23816.0,83.29
2599,Wainfleet,Ontario,2021A00053526014,6887.0,217.53
2600,Welland,Ontario,2021A00053526032,55750.0,81.16
2601,West Lincoln,Ontario,2021A00053526021,15454.0,387.02
2602,Nipissing,Ontario,2021A00033548,84716.0,16986.2
2603,Bear Island 1,Ontario,2021A00053548072,244.0,2.88
2604,Bonfield,Ontario,2021A00053548027,2146.0,206.22
2605,Calvin,Ontario,2021A00053548022,557.0,140.13
2606,Chisholm,Ontario,2021A00053548031,1312.0,205.77
2607,East Ferris,Ontario,2021A00053548034,4946.0,151.94
2608,Mattawa,Ontario,2021A00053548021,1881.0,3.67
2609,Mattawan,Ontario,2021A00053548019,153.0,200.12
2610,Nipissing 10,Ontario,2021A00053548073,1640.0,60.87
2611,"Nipissing, Unorganized, North Part",Ontario,2021A00053548094,1591.0,3721.2
2612,"Nipissing, Unorganized, South Part",Ontario,2021A00053548091,102.0,6711.51
2613,North Bay,Ontario,2021A00053548044,52662.0,315.53
2614,Papineau-Cameron,Ontario,2021A00053548013,982.0,564.23
2615,South Algonquin,Ontario,2021A00053548001,1055.0,867.73
2616,Temagami,Ontario,2021A00053548069,862.0,1878.12
2617,West Nipissing / Nipissing Ouest,Ontario,2021A00053548055,14583.0,1956.27
2618,Northumberland,Ontario,2021A00033514,89365.0,1907.4
2619,Alderville First Nation,Ontario,2021A00053514027,542.0,12.59
2620,Alnwick/Haldimand,Ontario,2021A00053514024,7473.0,398.25
2621,Brighton,Ontario,2021A00053514004,12108.0,223.24
2622,Cobourg,Ontario,2021A00053514021,20519.0,22.41
2623,Cramahe,Ontario,2021A00053514014,6509.0,202.22
2624,Hamilton,Ontario,2021A00053514019,11059.0,256.03
2625,Port Hope,Ontario,2021A00053514020,17294.0,278.8
2626,Trent Hills,Ontario,2021A00053514045,13861.0,513.85
2627,Ottawa,Ontario,2021A00033506,1017449.0,2788.2
2628,Ottawa,Ontario,2021A00053506008,1017449.0,2788.2
2629,Oxford,Ontario,2021A00033532,121781.0,2038.18
2630,Blandford-Blenheim,Ontario,2021A00053532045,7565.0,382.03
2631,East Zorra-Tavistock,Ontario,2021A00053532038,7841.0,241.96
2632,Ingersoll,Ontario,2021A00053532018,13693.0,12.73
2633,Norwich,Ontario,2021A00053532002,11151.0,424.01
2634,South-West Oxford,Ontario,2021A00053532012,7583.0,369.61
2635,Tillsonburg,Ontario,2021A00053532004,18615.0,22.2
2636,Woodstock,Ontario,2021A00053532042,46705.0,56.46
2637,Zorra,Ontario,2021A00053532027,8628.0,529.19
2638,Parry Sound,Ontario,2021A00033549,46909.0,9113.92
2639,Armour,Ontario,2021A00053549019,1459.0,163.52
2640,Burk's Falls,Ontario,2021A00053549022,957.0,3.09
2641,Callander,Ontario,2021A00053549066,3964.0,102.98
2642,Carling,Ontario,2021A00053549036,1491.0,244.32
2643,Dokis 9,Ontario,2021A00053549077,201.0,150.19
2644,French River 13,Ontario,2021A00053549076,137.0,25.85
2645,Henvey Inlet 2,Ontario,2021A00053549075,15.0,84.54
2646,Joly,Ontario,2021A00053549051,293.0,193.95
2647,Kearney,Ontario,2021A00053549018,974.0,528.21
2648,Machar,Ontario,2021A00053549054,969.0,182.65
2649,Magnetawan,Ontario,2021A00053549043,1753.0,526.31
2650,Magnetewan 1,Ontario,2021A00053549078,102.0,44.41
2651,McDougall,Ontario,2021A00053549031,2744.0,264.02
2652,McKellar,Ontario,2021A00053549028,1419.0,176.07
2653,McMurrich/Monteith,Ontario,2021A00053549012,907.0,275.26
2654,Naiscoutaing 17A,Ontario,2021A00053549093,0.0,10.01
2655,Nipissing,Ontario,2021A00053549071,1769.0,387.95
2656,Parry Island First Nation,Ontario,2021A00053549073,367.0,71.31
2657,Parry Sound,Ontario,2021A00053549032,6879.0,13.1
2658,"Parry Sound, Unorganized, Centre Part",Ontario,2021A00053549096,2495.0,2587.29
2659,"Parry Sound, Unorganized, North East Part",Ontario,2021A00053549095,179.0,183.04
2660,Perry,Ontario,2021A00053549014,2650.0,186.34
2661,Powassan,Ontario,2021A00053549060,3346.0,223.26
2662,Ryerson,Ontario,2021A00053549024,745.0,185.93
2663,Seguin,Ontario,2021A00053549003,5280.0,586.99
2664,Shawanaga 17,Ontario,2021A00053549072,155.0,32.25
2665,South River,Ontario,2021A00053549056,1101.0,4.11
2666,Strong,Ontario,2021A00053549046,1566.0,158.88
2667,Sundridge,Ontario,2021A00053549048,938.0,2.25
2668,The Archipelago,Ontario,2021A00053549005,979.0,592.14
2669,Whitestone,Ontario,2021A00053549039,1075.0,923.7
2670,Peel,Ontario,2021A00033521,1451022.0,1247.45
2671,Brampton,Ontario,2021A00053521010,656480.0,265.89
2672,Caledon,Ontario,2021A00053521024,76581.0,688.82
2673,Mississauga,Ontario,2021A00053521005,717961.0,292.74
2674,Perth,Ontario,2021A00033531,81565.0,2218.24
2675,North Perth,Ontario,2021A00053531040,15538.0,493.09
2676,Perth East,Ontario,2021A00053531030,12595.0,711.93
2677,Perth South,Ontario,2021A00053531013,3776.0,391.88
2678,St. Marys,Ontario,2021A00053531016,7386.0,12.44
2679,Stratford,Ontario,2021A00053531011,33232.0,30.02
2680,West Perth,Ontario,2021A00053531025,9038.0,578.88
2681,Peterborough,Ontario,2021A00033515,147681.0,3779.47
2682,Asphodel-Norwood,Ontario,2021A00053515003,4658.0,161.62
2683,Cavan Monaghan,Ontario,2021A00053515013,10016.0,306.39
2684,Curve Lake First Nation 35,Ontario,2021A00053515019,1244.0,6.64
2685,Douro-Dummer,Ontario,2021A00053515023,7632.0,459.46
2686,Havelock-Belmont-Methuen,Ontario,2021A00053515030,5083.0,529.35
2687,Hiawatha First Nation,Ontario,2021A00053515008,341.0,8.93
2688,North Kawartha,Ontario,2021A00053515037,2877.0,746.35
2689,Otonabee-South Monaghan,Ontario,2021A00053515005,7087.0,346.15
2690,Peterborough,Ontario,2021A00053515014,83651.0,64.76
2691,Selwyn,Ontario,2021A00053515015,18653.0,316.12
2692,Trent Lakes,Ontario,2021A00053515044,6439.0,833.72
2693,Prescott and Russell,Ontario,2021A00033502,95639.0,2004.27
2694,Alfred and Plantagenet,Ontario,2021A00053502023,9949.0,391.79
2695,Casselman,Ontario,2021A00053502044,3960.0,5.13
2696,Champlain,Ontario,2021A00053502010,8665.0,207.02
2697,Clarence-Rockland,Ontario,2021A00053502036,26505.0,297.47
2698,East Hawkesbury,Ontario,2021A00053502001,3418.0,235.06
2699,Hawkesbury,Ontario,2021A00053502008,10194.0,10.1
2700,Russell,Ontario,2021A00053502048,19598.0,198.78
2701,The Nation / La Nation,Ontario,2021A00053502025,13350.0,658.93
2702,Prince Edward,Ontario,2021A00033513,25704.0,1052.61
2703,Prince Edward County,Ontario,2021A00053513020,25704.0,1052.61
2704,Rainy River,Ontario,2021A00033559,19437.0,15400.95
2705,Agency 1,Ontario,2021A00053559062,0.0,0.48
2706,Alberton,Ontario,2021A00053559011,954.0,116.6
2707,Assabaska,Ontario,2021A00053559046,0.0,8.71
2708,Atikokan,Ontario,2021A00053559001,2642.0,313.64
2709,Big Grassy River 35G,Ontario,2021A00053559051,251.0,33.73
2710,Big Island Mainland 93,Ontario,2021A00053559052,5.0,0.42
2711,Chapple,Ontario,2021A00053559024,763.0,558.15
2712,Couchiching 16A,Ontario,2021A00053559063,633.0,65.47
2713,Dawson,Ontario,2021A00053559040,399.0,343.42
2714,Emo,Ontario,2021A00053559019,1204.0,202.28
2715,Fort Frances,Ontario,2021A00053559012,7466.0,25.55
2716,La Vallee,Ontario,2021A00053559016,788.0,237.12
2717,Lake of the Woods,Ontario,2021A00053559047,308.0,746.24
2718,Manitou Rapids 11,Ontario,2021A00053559026,300.0,22.73
2719,Morley,Ontario,2021A00053559031,493.0,388.38
2720,Neguaguon Lake 25D,Ontario,2021A00053559060,118.0,62.7
2721,Rainy Lake 17A,Ontario,2021A00053559068,234.0,14.22
2722,Rainy Lake 17B,Ontario,2021A00053559069,5.0,9.81
2723,Rainy Lake 18C,Ontario,2021A00053559061,125.0,17.93
2724,Rainy Lake 26A,Ontario,2021A00053559064,158.0,24.12
2725,Rainy River,Ontario,2021A00053559042,752.0,3.12
2726,"Rainy River, Unorganized",Ontario,2021A00053559090,1423.0,12163.33
2727,Saug-A-Gaw-Sing 1,Ontario,2021A00053559053,136.0,0.68
2728,Seine River 23A,Ontario,2021A00053559066,270.0,15.72
2729,Sturgeon Falls 23,Ontario,2021A00053559089,10.0,26.43
2730,Renfrew,Ontario,2021A00033547,106365.0,7357.94
2731,Admaston/Bromley,Ontario,2021A00053547043,2995.0,519.59
2732,Arnprior,Ontario,2021A00053547002,9629.0,13.04
2733,Bonnechere Valley,Ontario,2021A00053547035,3898.0,588.36
2734,"Brudenell, Lyndoch and Raglan",Ontario,2021A00053547020,1552.0,701.29
2735,Deep River,Ontario,2021A00053547096,4175.0,50.27
2736,Greater Madawaska,Ontario,2021A00053547008,2864.0,1018.15
2737,"Head, Clara and Maria",Ontario,2021A00053547098,267.0,719.2
2738,Horton,Ontario,2021A00053547046,3182.0,158.02
2739,"Killaloe, Hagarty and Richards",Ontario,2021A00053547033,2410.0,391.6
2740,Laurentian Hills,Ontario,2021A00053547090,2885.0,634.31
2741,Laurentian Valley,Ontario,2021A00053547075,9450.0,539.08
2742,Madawaska Valley,Ontario,2021A00053547030,3927.0,665.83
2743,McNab/Braeside,Ontario,2021A00053547003,7591.0,255.28
2744,North Algona Wilberforce,Ontario,2021A00053547070,3111.0,369.23
2745,Pembroke,Ontario,2021A00053547064,14364.0,14.32
2746,Petawawa,Ontario,2021A00053547076,18160.0,164.7
2747,Pikwakanagan (Golden Lake 39),Ontario,2021A00053547037,490.0,7.38
2748,Renfrew,Ontario,2021A00053547048,8190.0,12.81
2749,Whitewater Region,Ontario,2021A00053547056,7225.0,535.48
2750,Simcoe,Ontario,2021A00033543,533169.0,4818.93
2751,Adjala-Tosorontio,Ontario,2021A00053543003,10989.0,371.53
2752,Barrie,Ontario,2021A00053543042,147829.0,99.01
2753,Bradford West Gwillimbury,Ontario,2021A00053543014,42880.0,200.68
2754,Chippewas of Rama First Nation,Ontario,2021A00053543050,998.0,11.15
2755,Christian Island 30,Ontario,2021A00053543069,679.0,51.91
2756,Christian Island 30A,Ontario,2021A00053543070,30.0,0.07
2757,Clearview,Ontario,2021A00053543005,14814.0,556.37
2758,Collingwood,Ontario,2021A00053543031,24811.0,33.15
2759,Essa,Ontario,2021A00053543021,22970.0,279.92
2760,Innisfil,Ontario,2021A00053543017,43326.0,262.39
2761,Midland,Ontario,2021A00053543074,17817.0,35.33
2762,New Tecumseth,Ontario,2021A00053543007,43948.0,273.87
2763,Orillia,Ontario,2021A00053543052,33411.0,28.53
2764,Oro-Medonte,Ontario,2021A00053543023,23017.0,585.42
2765,Penetanguishene,Ontario,2021A00053543072,10077.0,25.42
2766,Ramara,Ontario,2021A00053543019,10377.0,414.94
2767,Severn,Ontario,2021A00053543015,14576.0,523.06
2768,Springwater,Ontario,2021A00053543009,21701.0,535.85
2769,Tay,Ontario,2021A00053543071,11091.0,137.86
2770,Tiny,Ontario,2021A00053543068,12966.0,335.05
2771,Wasaga Beach,Ontario,2021A00053543064,24862.0,57.42
2772,"Stormont, Dundas and Glengarry",Ontario,2021A00033501,114637.0,3308.85
2773,Akwesasne (Part) 59,Ontario,2021A00053501007,,11.81
2774,Cornwall,Ontario,2021A00053501012,47845.0,61.5
2775,North Dundas,Ontario,2021A00053501030,11304.0,502.41
2776,North Glengarry,Ontario,2021A00053501050,10144.0,643.4
2777,North Stormont,Ontario,2021A00053501042,7400.0,515.46
2778,South Dundas,Ontario,2021A00053501020,11044.0,521.54
2779,South Glengarry,Ontario,2021A00053501005,13330.0,605.02
2780,South Stormont,Ontario,2021A00053501011,13570.0,447.71
2781,Sudbury,Ontario,2021A00033552,22368.0,39896.79
2782,Baldwin,Ontario,2021A00053552028,579.0,82.49
2783,Chapleau,Ontario,2021A00053552092,1942.0,13.2
2784,Chapleau 74A,Ontario,2021A00053552053,17.0,7.61
2785,Chapleau 75,Ontario,2021A00053552058,0.0,1.17
2786,Chapleau Cree Fox Lake,Ontario,2021A00053552056,62.0,9.25
2787,Duck Lake 76B,Ontario,2021A00053552054,154.0,1.86
2788,Espanola,Ontario,2021A00053552026,5185.0,81.0
2789,French River / Rivière des Français,Ontario,2021A00053552001,2828.0,717.91
2790,Killarney,Ontario,2021A00053552036,397.0,1469.4
2791,Markstay-Warren,Ontario,2021A00053552013,2708.0,505.92
2792,Mattagami 71,Ontario,2021A00053552052,210.0,46.43
2793,Nairn and Hyman,Ontario,2021A00053552031,373.0,159.18
2794,Point Grondine 3,Ontario,2021A00053552037,5.0,138.55
2795,Sables-Spanish Rivers,Ontario,2021A00053552023,3237.0,801.04
2796,St.-Charles,Ontario,2021A00053552004,1357.0,314.46
2797,"Sudbury, Unorganized, North Part",Ontario,2021A00053552093,2902.0,35377.17
2798,Whitefish Lake 6,Ontario,2021A00053552051,412.0,170.16
2799,Thunder Bay,Ontario,2021A00033558,146862.0,102895.48
2800,Aroland,Ontario,2021A00053558076,178.0,3.34
2801,Conmee,Ontario,2021A00053558019,798.0,167.65
2802,Dorion,Ontario,2021A00053558034,375.0,211.25
2803,Fort William 52,Ontario,2021A00053558003,964.0,58.5
2804,Gillies,Ontario,2021A00053558012,441.0,92.68
2805,Ginoogaming First Nation,Ontario,2021A00053558067,200.0,68.65
2806,Greenstone,Ontario,2021A00053558075,4309.0,2727.04
2807,Gull River 55,Ontario,2021A00053558065,110.0,39.77
2808,Lac des Mille Lacs 22A1,Ontario,2021A00053558100,0.0,17.32
2809,Lake Helen 53A,Ontario,2021A00053558064,240.0,0.86
2810,Lake Nipigon,Ontario,2021A00053558077,0.0,12.89
2811,Long Lake 58,Ontario,2021A00053558068,410.0,2.75
2812,Manitouwadge,Ontario,2021A00053558066,1974.0,352.17
2813,Marathon,Ontario,2021A00053558059,3138.0,167.03
2814,Neebing,Ontario,2021A00053558001,2241.0,873.78
2815,Nipigon,Ontario,2021A00053558044,1473.0,107.94
2816,O'Connor,Ontario,2021A00053558016,689.0,108.56
2817,Ojibway Nation of Saugeen (Savant Lake),Ontario,2021A00053558080,88.0,57.06
2818,Oliver Paipoonge,Ontario,2021A00053558011,6035.0,350.51
2819,Osnaburgh 63A,Ontario,2021A00053558085,233.0,47.48
2820,Pays Plat 51,Ontario,2021A00053558063,100.0,2.03
2821,Pic Mobert North,Ontario,2021A00053558060,138.0,1.67
2822,Pic Mobert South,Ontario,2021A00053558061,127.0,0.32
2823,Pic River 50,Ontario,2021A00053558062,372.0,4.03
2824,Red Rock,Ontario,2021A00053558041,895.0,62.1
2825,Red Rock 53,Ontario,2021A00053558092,0.0,2.24
2826,Rocky Bay 1,Ontario,2021A00053558069,154.0,0.26
2827,Sand Point First Nation,Ontario,2021A00053558074,5.0,10.71
2828,Schreiber,Ontario,2021A00053558051,1039.0,35.81
2829,Shuniah,Ontario,2021A00053558028,3247.0,571.34
2830,Terrace Bay,Ontario,2021A00053558054,1528.0,151.5
2831,Thunder Bay,Ontario,2021A00053558004,108843.0,327.77
2832,"Thunder Bay, Unorganized",Ontario,2021A00053558090,6221.0,96255.92
2833,Whitesand,Ontario,2021A00053558097,297.0,2.56
2834,Timiskaming,Ontario,2021A00033554,31424.0,13247.4
2835,Armstrong,Ontario,2021A00053554036,1199.0,90.16
2836,Brethour,Ontario,2021A00053554032,105.0,81.97
2837,Casey,Ontario,2021A00053554029,341.0,80.8
2838,Chamberlain,Ontario,2021A00053554054,311.0,110.81
2839,Charlton and Dack,Ontario,2021A00053554044,686.0,92.74
2840,Cobalt,Ontario,2021A00053554008,989.0,2.07
2841,Coleman,Ontario,2021A00053554001,517.0,177.95
2842,Englehart,Ontario,2021A00053554052,1442.0,2.92
2843,Evanturel,Ontario,2021A00053554049,502.0,89.21
2844,Gauthier,Ontario,2021A00053554066,151.0,87.98
2845,Harley,Ontario,2021A00053554026,524.0,92.34
2846,Harris,Ontario,2021A00053554014,530.0,49.81
2847,Hilliard,Ontario,2021A00053554034,215.0,91.27
2848,Hudson,Ontario,2021A00053554021,530.0,90.28
2849,James,Ontario,2021A00053554042,348.0,85.4
2850,Kerns,Ontario,2021A00053554024,330.0,90.66
2851,Kirkland Lake,Ontario,2021A00053554068,7750.0,261.29
2852,Larder Lake,Ontario,2021A00053554062,745.0,227.62
2853,Latchford,Ontario,2021A00053554006,355.0,152.26
2854,Matachewan,Ontario,2021A00053554056,268.0,539.56
2855,Matachewan 72,Ontario,2021A00053554057,66.0,33.09
2856,McGarry,Ontario,2021A00053554058,579.0,85.62
2857,Temiskaming Shores,Ontario,2021A00053554020,9634.0,176.67
2858,Thornloe,Ontario,2021A00053554038,92.0,6.59
2859,"Timiskaming, Unorganized, East Part",Ontario,2021A00053554091,5.0,248.55
2860,"Timiskaming, Unorganized, West Part",Ontario,2021A00053554094,3210.0,10199.8
2861,Toronto,Ontario,2021A00033520,2794356.0,631.1
2862,Toronto,Ontario,2021A00053520005,2794356.0,631.1
2863,Waterloo,Ontario,2021A00033530,587165.0,1370.07
2864,Cambridge,Ontario,2021A00053530010,138479.0,112.99
2865,Kitchener,Ontario,2021A00053530013,256885.0,136.81
2866,North Dumfries,Ontario,2021A00053530004,10619.0,188.09
2867,Waterloo,Ontario,2021A00053530016,121436.0,64.06
2868,Wellesley,Ontario,2021A00053530027,11318.0,277.74
2869,Wilmot,Ontario,2021A00053530020,21429.0,263.81
2870,Woolwich,Ontario,2021A00053530035,26999.0,326.56
2871,Wellington,Ontario,2021A00033523,241026.0,2665.36
2872,Centre Wellington,Ontario,2021A00053523025,31093.0,409.41
2873,Erin,Ontario,2021A00053523017,11981.0,298.81
2874,Guelph,Ontario,2021A00053523008,143740.0,87.43
2875,Guelph/Eramosa,Ontario,2021A00053523009,13904.0,292.84
2876,Mapleton,Ontario,2021A00053523033,10839.0,535.56
2877,Minto,Ontario,2021A00053523043,9094.0,300.19
2878,Puslinch,Ontario,2021A00053523001,7944.0,214.82
2879,Wellington North,Ontario,2021A00053523050,12431.0,526.31
2880,York,Ontario,2021A00033519,1173334.0,1758.27
2881,Aurora,Ontario,2021A00053519046,62057.0,50.0
2882,Chippewas of Georgina Island First Nation,Ontario,2021A00053519076,231.0,14.47
2883,East Gwillimbury,Ontario,2021A00053519054,34637.0,244.91
2884,Georgina,Ontario,2021A00053519070,47642.0,287.69
2885,King,Ontario,2021A00053519049,27333.0,332.12
2886,Markham,Ontario,2021A00053519036,338503.0,210.93
2887,Newmarket,Ontario,2021A00053519048,87942.0,38.5
2888,Richmond Hill,Ontario,2021A00053519038,202022.0,100.79
2889,Vaughan,Ontario,2021A00053519028,323103.0,272.44
2890,Whitchurch-Stouffville,Ontario,2021A00053519044,49864.0,206.42
2892,Division No.  1,Manitoba,2021A00034601,20114.0,14801.95
2893,Alexander,Manitoba,2021A00054601071,3854.0,1560.05
2894,Buffalo Point 36,Manitoba,2021A00054601070,219.0,16.6
2895,"Division No.  1, Unorganized",Manitoba,2021A00054601094,1380.0,4103.28
2896,Lac du Bonnet,Manitoba,2021A00054601057,3563.0,1097.61
2897,Lac du Bonnet,Manitoba,2021A00054601060,1064.0,2.26
2898,Pinawa,Manitoba,2021A00054601051,1558.0,126.51
2899,Piney,Manitoba,2021A00054601039,1843.0,2430.32
2900,Powerview-Pine Falls,Manitoba,2021A00054601075,1239.0,4.82
2901,Reynolds,Manitoba,2021A00054601043,1344.0,3559.65
2902,Shoal Lake (Part) 40,Manitoba,2021A00054601079,0.0,21.35
2903,Stuartburn,Manitoba,2021A00054601035,1731.0,1161.45
2904,Victoria Beach,Manitoba,2021A00054601078,689.0,20.71
2905,Whitemouth,Manitoba,2021A00054601046,1630.0,697.35
2906,Division No.  2,Manitoba,2021A00034602,83878.0,4420.93
2907,De Salaberry,Manitoba,2021A00054602032,3918.0,667.57
2908,Emerson-Franklin,Manitoba,2021A00054602024,2437.0,970.19
2909,Hanover,Manitoba,2021A00054602041,17216.0,730.44
2910,La Broquerie,Manitoba,2021A00054602053,6725.0,578.97
2911,Niverville,Manitoba,2021A00054602046,5947.0,8.7
2912,Ritchot,Manitoba,2021A00054602075,7469.0,332.23
2913,Roseau Rapids 2A,Manitoba,2021A00054602026,100.0,8.9
2914,Roseau River 2,Manitoba,2021A00054602027,564.0,22.18
2915,St-Pierre-Jolys,Manitoba,2021A00054602037,1305.0,2.61
2916,Ste. Anne,Manitoba,2021A00054602057,5584.0,476.81
2917,Ste. Anne,Manitoba,2021A00054602061,2891.0,4.14
2918,Steinbach,Manitoba,2021A00054602044,17806.0,37.56
2919,Taché,Manitoba,2021A00054602069,11916.0,580.64
2920,Division No.  3,Manitoba,2021A00034603,57363.0,5285.65
2921,Altona,Manitoba,2021A00054603040,4267.0,9.35
2922,Carman,Manitoba,2021A00054603074,3114.0,4.32
2923,Dufferin,Manitoba,2021A00054603072,2543.0,916.11
2924,Montcalm,Manitoba,2021A00054603030,1278.0,468.25
2925,Morden,Manitoba,2021A00054603053,9929.0,16.29
2926,Morris,Manitoba,2021A00054603065,3049.0,1035.32
2927,Morris,Manitoba,2021A00054603067,1975.0,5.91
2928,Rhineland,Manitoba,2021A00054603041,5819.0,958.48
2929,Roland,Manitoba,2021A00054603062,1145.0,484.47
2930,Stanley,Manitoba,2021A00054603047,8981.0,835.18
2931,Thompson,Manitoba,2021A00054603058,1518.0,531.24
2932,Winkler,Manitoba,2021A00054603050,13745.0,20.73
2933,Division No.  4,Manitoba,2021A00034604,9665.0,4489.22
2934,Argyle,Manitoba,2021A00054604057,994.0,768.63
2935,Cartwright-Roblin,Manitoba,2021A00054604052,1336.0,705.27
2936,Lorne,Manitoba,2021A00054604064,2904.0,923.03
2937,Louise,Manitoba,2021A00054604040,2025.0,934.81
2938,Pembina,Manitoba,2021A00054604034,2406.0,1130.57
2939,Swan Lake 7,Manitoba,2021A00054604068,,26.93
2940,Division No.  5,Manitoba,2021A00034605,13326.0,8282.38
2941,Boissevain-Morton,Manitoba,2021A00054605032,2309.0,1102.38
2942,Brenda-Waskada,Manitoba,2021A00054605044,650.0,775.64
2943,Deloraine-Winchester,Manitoba,2021A00054605038,1478.0,728.13
