,City,Province,City_ID,Population 2021,Land Area (sqKM),Median_Income($),Unemployment_rate(%),Vehicles_sold_since_2017,Number_of_stations
7170,Mont-Tremblant,Quebec,2021A00052478102,10992.0,233.75,40800.0,7.2,0.0,17.0
7249,Nicolet,Quebec,2021A00052450072,8620.0,96.11,40800.0,7.2,0.0,9.0
7258,Lachute,Quebec,2021A00052476020,14100.0,108.66,40800.0,7.2,0.0,10.0
7273,Boucherville,Quebec,2021A00052458033,41743.0,71.02,40800.0,7.2,0.0,24.0
7297,Brossard,Quebec,2021A00052458007,91525.0,45.19,40800.0,7.2,0.0,24.0
7323,Saint-Jean-de-l'Île-d'Orléans,Quebec,2021A00052420015,1026.0,43.48,40800.0,7.2,0.0,1.0
7324,Terrebonne,Quebec,2021A00052464008,119944.0,153.76,40800.0,7.2,0.0,27.0
7353,Saint-Paulin,Quebec,2021A00052451060,1541.0,95.41,40800.0,7.2,0.0,2.0
7362,Napierville,Quebec,2021A00052468030,4020.0,4.5,40800.0,7.2,0.0,5.0
7373,Sault Ste. Marie,Ontario,2021A00053557061,72051.0,221.99,41200.0,9.4,0.0,6.0
7380,Gatineau,Quebec,2021A00032481,291041.0,341.84,40800.0,7.2,0.0,46.0
7381,Gatineau,Quebec,2021A00052481017,291041.0,341.84,40800.0,7.2,0.0,46.0
7476,Banff,Alberta,2021A00054815035,8305.0,4.08,44800.0,10.9,0.0,8.0
7496,Brandon,Manitoba,2021A00054607062,51313.0,79.04,39200.0,7.6,0.0,6.0
7502,Winkler,Manitoba,2021A00054603050,13745.0,20.73,39200.0,7.6,0.0,1.0
7505,Clarenville,Newfoundland and Labrador,2021A00051007013,6704.0,139.91,36800.0,12.5,0.0,2.0
7507,St. John's,Newfoundland and Labrador,2021A00051001519,110525.0,446.02,36800.0,12.5,0.0,10.0
7518,Gander,Newfoundland and Labrador,2021A00051006009,11880.0,104.53,36800.0,12.5,0.0,2.0
7525,Deer Lake,Newfoundland and Labrador,2021A00051005004,4864.0,73.26,36800.0,12.5,0.0,2.0
7527,Grand Falls-Windsor,Newfoundland and Labrador,2021A00051006017,13853.0,54.84,36800.0,12.5,0.0,2.0
7529,North Rustico,Prince Edward Island,2021A00051102019,327.0,6.56,38800.0,10.1,0.0,1.0
7530,North Rustico,Prince Edward Island,2021A00051102046,648.0,2.64,38800.0,10.1,0.0,1.0
7531,Summerside,Prince Edward Island,2021A00051103025,16001.0,28.21,38800.0,10.1,0.0,34.0
7565,Charlottetown,Prince Edward Island,2021A00051102075,38809.0,44.27,38800.0,10.1,0.0,16.0
7581,New Glasgow,Prince Edward Island,2021A00051102017,4277.0,256.13,38800.0,10.1,0.0,2.0
7584,Stratford,Prince Edward Island,2021A00051102080,10927.0,22.67,38800.0,10.1,0.0,10.0
7585,Kensington,Prince Edward Island,2021A00051103014,1812.0,3.17,38800.0,10.1,0.0,1.0
7586,Saint-Pamphile,Quebec,2021A00052417010,2274.0,137.78,40800.0,7.2,0.0,4.0
7596,Montmagny,Quebec,2021A00032418,22481.0,1695.09,40800.0,7.2,0.0,9.0
7597,Montmagny,Quebec,2021A00052418050,10999.0,124.44,40800.0,7.2,0.0,9.0
7628,La Malbaie,Quebec,2021A00052415013,8235.0,458.19,40800.0,7.2,0.0,11.0
7647,Trois-Pistoles,Quebec,2021A00052411040,3115.0,7.63,40800.0,7.2,0.0,6.0
7675,Bonaventure,Quebec,2021A00032405,17557.0,4379.46,40800.0,7.2,0.0,5.0
7676,Bonaventure,Quebec,2021A00052405045,2733.0,104.5,40800.0,7.2,0.0,5.0
7685,La Sarre,Quebec,2021A00052487090,7358.0,148.36,40800.0,7.2,0.0,7.0
7699,Niagara,Ontario,2021A00033526,477941.0,1852.82,41200.0,9.4,0.0,1.0
7713,Quispamsis,New Brunswick,2021A00051305057,18768.0,56.97,37600.0,9.6,0.0,4.0
7717,Sussex,New Brunswick,2021A00051305021,2579.0,243.99,37600.0,9.6,0.0,3.0
7718,Sussex,New Brunswick,2021A00051305022,4440.0,8.9,37600.0,9.6,0.0,3.0
7723,Edmundston,New Brunswick,2021A00051313027,16437.0,106.84,37600.0,9.6,0.0,10.0
7733,Caraquet,New Brunswick,2021A00051315026,1261.0,109.32,37600.0,9.6,0.0,3.0
7734,Caraquet,New Brunswick,2021A00051315028,4285.0,68.13,37600.0,9.6,0.0,3.0
7739,Saint-Quentin,New Brunswick,2021A00051314021,1504.0,2474.01,37600.0,9.6,0.0,2.0
7740,Saint-Quentin,New Brunswick,2021A00051314022,2141.0,4.24,37600.0,9.6,0.0,2.0
7744,Bathurst,New Brunswick,2021A00051315008,4761.0,1502.74,37600.0,9.6,0.0,7.0
7745,Bathurst,New Brunswick,2021A00051315011,12157.0,91.62,37600.0,9.6,0.0,7.0
7758,Val-d'Or,Quebec,2021A00052489008,32752.0,3536.84,40800.0,7.2,0.0,14.0
7776,Scott,Quebec,2021A00052426048,2566.0,31.29,40800.0,7.2,0.0,2.0
7783,Truro,Nova Scotia,2021A00051210006,12954.0,37.52,38000.0,7.9,0.0,2.0
7786,Antigonish,Nova Scotia,2021A00031214,20129.0,1456.42,38000.0,7.9,0.0,16.0
7787,Antigonish,Nova Scotia,2021A00051214002,4656.0,4.98,38000.0,7.9,0.0,16.0
7822,Digby,Nova Scotia,2021A00031203,17062.0,2512.28,38000.0,7.9,0.0,3.0
7823,Digby,Nova Scotia,2021A00051203004,7242.0,1654.59,38000.0,7.9,0.0,3.0
7824,Digby,Nova Scotia,2021A00051203006,2001.0,3.16,38000.0,7.9,0.0,3.0
7831,Halifax,Nova Scotia,2021A00031209,440072.0,5477.53,38000.0,7.9,0.0,36.0
7832,Halifax,Nova Scotia,2021A00051209034,439819.0,5475.57,38000.0,7.9,0.0,36.0
7927,Victoria,British Columbia,2021A00055917034,91867.0,19.45,40800.0,7.4,0.0,92.0
8019,St. Albert,Alberta,2021A00054811062,68232.0,47.84,44800.0,10.9,0.0,3.0
8022,Fort Saskatchewan,Alberta,2021A00054811056,27088.0,56.5,44800.0,10.9,0.0,1.0
8023,Leduc,Alberta,2021A00054811016,34094.0,42.25,44800.0,10.9,0.0,4.0
8031,Kentville,Nova Scotia,2021A00051207012,6630.0,17.08,38000.0,7.9,0.0,2.0
8034,Roberval,Quebec,2021A00052491025,9840.0,151.36,40800.0,7.2,0.0,10.0
8045,Fredericton,New Brunswick,2021A00051310032,63116.0,133.93,37600.0,9.6,0.0,14.0
8059,Moncton,New Brunswick,2021A00051307019,10704.0,564.16,37600.0,9.6,0.0,13.0
8060,Moncton,New Brunswick,2021A00051307022,79470.0,140.67,37600.0,9.6,0.0,13.0
8100,Simcoe,Ontario,2021A00033543,533169.0,4818.93,41200.0,9.4,0.0,5.0
8114,Salaberry-de-Valleyfield,Quebec,2021A00052470052,42787.0,108.56,40800.0,7.2,0.0,19.0
8133,Petitcodiac,New Brunswick,2021A00051307029,1476.0,17.18,37600.0,9.6,0.0,1.0
8134,Miramichi,New Brunswick,2021A00051309050,17692.0,178.98,37600.0,9.6,0.0,7.0
8141,Grand Falls,New Brunswick,2021A00051312016,1077.0,158.09,37600.0,9.6,0.0,3.0
8144,Sackville,New Brunswick,2021A00051307008,1204.0,578.9,37600.0,9.6,0.0,2.0
8145,Sackville,New Brunswick,2021A00051307009,6099.0,73.91,37600.0,9.6,0.0,2.0
8147,Dalhousie,New Brunswick,2021A00051314008,1090.0,62.62,37600.0,9.6,0.0,1.0
8148,Dalhousie,New Brunswick,2021A00051314017,3223.0,15.12,37600.0,9.6,0.0,1.0
8149,St. Stephen,New Brunswick,2021A00051302037,4510.0,13.72,37600.0,9.6,0.0,3.0
8152,Stony Plain,Alberta,2021A00054811048,17993.0,35.45,44800.0,10.9,0.0,1.0
8153,Kananaskis,Alberta,2021A00054815013,156.0,4203.24,44800.0,10.9,0.0,2.0
8155,Lethbridge,Alberta,2021A00054802012,98406.0,121.12,44800.0,10.9,0.0,6.0
8161,Middleton,Nova Scotia,2021A00051205016,1873.0,5.55,38000.0,7.9,0.0,1.0
8164,New Glasgow,Nova Scotia,2021A00051212014,9471.0,9.96,38000.0,7.9,0.0,2.0
8165,Shelburne,Nova Scotia,2021A00031201,13704.0,2462.58,38000.0,7.9,0.0,5.0
8166,Shelburne,Nova Scotia,2021A00051201006,4336.0,1816.71,38000.0,7.9,0.0,5.0
8167,Shelburne,Nova Scotia,2021A00051201008,1644.0,8.75,38000.0,7.9,0.0,5.0
8171,Saint-Apollinaire,Quebec,2021A00052433090,7968.0,96.83,40800.0,7.2,0.0,3.0
8194,Saint-Martin,Quebec,2021A00052429045,2588.0,118.0,40800.0,7.2,0.0,1.0
8195,Québec,Quebec,2021A00032423,588777.0,547.6,40800.0,7.2,0.0,112.0
8196,Québec,Quebec,2021A00052423027,549459.0,452.3,40800.0,7.2,0.0,112.0
8420,Chandler,Quebec,2021A00052402028,7490.0,418.45,40800.0,7.2,0.0,7.0
8427,New Carlisle,Quebec,2021A00052405040,1336.0,67.99,40800.0,7.2,0.0,2.0
8429,Preissac,Quebec,2021A00052488090,914.0,422.13,40800.0,7.2,0.0,3.0
8432,Red Deer,Alberta,2021A00054808011,100844.0,104.34,44800.0,10.9,0.0,10.0
8442,Maria,Quebec,2021A00052406005,2760.0,94.88,40800.0,7.2,0.0,3.0
8445,Grandes-Piles,Quebec,2021A00052435040,493.0,116.97,40800.0,7.2,0.0,2.0
8447,Notre-Dame-des-Prairies,Quebec,2021A00052461030,9471.0,18.1,40800.0,7.2,0.0,6.0
8455,Sainte-Justine,Quebec,2021A00052428045,1828.0,126.28,40800.0,7.2,0.0,1.0
8456,Rawdon,Quebec,2021A00052462037,11719.0,185.38,40800.0,7.2,0.0,7.0
8488,Vermilion,Alberta,2021A00054810042,3948.0,12.72,44800.0,10.9,0.0,1.0
8489,Wetaskiwin,Alberta,2021A00054811002,12594.0,18.75,44800.0,10.9,0.0,2.0
8491,Westlock,Alberta,2021A00054813031,4921.0,13.37,44800.0,10.9,0.0,1.0
8492,Vegreville,Alberta,2021A00054810028,5689.0,14.08,44800.0,10.9,0.0,2.0
8494,Strathmore,Alberta,2021A00054805018,14339.0,26.98,44800.0,10.9,0.0,4.0
8498,Stettler,Alberta,2021A00054807026,5695.0,13.19,44800.0,10.9,0.0,2.0
8500,Spruce Grove,Alberta,2021A00054811049,37645.0,37.52,44800.0,10.9,0.0,2.0
8502,Rocky Mountain House,Alberta,2021A00054809015,6765.0,13.05,44800.0,10.9,0.0,3.0
8505,Peace River,Alberta,2021A00054819038,6619.0,25.34,44800.0,10.9,0.0,2.0
8507,Medicine Hat,Alberta,2021A00054801006,63271.0,111.97,44800.0,10.9,0.0,9.0
8518,Lacombe,Alberta,2021A00054808031,13396.0,20.59,44800.0,10.9,0.0,2.0
8521,Camrose,Alberta,2021A00054810011,18772.0,41.67,44800.0,10.9,0.0,2.0
8528,Rocky View County,Alberta,2021A00054806014,41028.0,3828.85,44800.0,10.9,0.0,3.0
8532,Cochrane,Alberta,2021A00054806019,32199.0,31.58,44800.0,10.9,0.0,6.0
8542,Sutton,Quebec,2021A00052446058,4548.0,245.69,40800.0,7.2,0.0,7.0
8549,Vulcan,Alberta,2021A00054805006,1769.0,6.28,44800.0,10.9,0.0,2.0
8551,Blackfalds,Alberta,2021A00054808029,10470.0,16.58,44800.0,10.9,0.0,1.0
8555,Frampton,Quebec,2021A00052426005,1309.0,151.27,40800.0,7.2,0.0,1.0
8570,Kamouraska,Quebec,2021A00032414,21307.0,2241.05,40800.0,7.2,0.0,1.0
8571,Kamouraska,Quebec,2021A00052414050,607.0,44.07,40800.0,7.2,0.0,1.0
8604,La Prairie,Quebec,2021A00052467015,26406.0,43.47,40800.0,7.2,0.0,9.0
8613,Canmore,Alberta,2021A00054815023,15990.0,68.47,44800.0,10.9,0.0,8.0
8621,Beloeil,Quebec,2021A00052457040,24104.0,24.38,40800.0,7.2,0.0,15.0
8636,Athabasca,Alberta,2021A00054813048,2759.0,17.79,44800.0,10.9,0.0,1.0
8637,Saint-Pascal,Quebec,2021A00052414018,3530.0,59.68,40800.0,7.2,0.0,4.0
8641,Plessisville,Quebec,2021A00052432040,6414.0,4.92,40800.0,7.2,0.0,5.0
8642,Plessisville,Quebec,2021A00052432045,2655.0,141.19,40800.0,7.2,0.0,5.0
8657,Vaudreuil-Dorion,Quebec,2021A00052471083,43268.0,72.65,40800.0,7.2,0.0,26.0
8684,Duhamel,Quebec,2021A00052480135,569.0,427.32,40800.0,7.2,0.0,1.0
8710,Arundel,Quebec,2021A00052478060,578.0,63.45,40800.0,7.2,0.0,1.0
8715,La Macaza,Quebec,2021A00052479047,1094.0,161.42,40800.0,7.2,0.0,1.0
8716,Saint-Adelphe,Quebec,2021A00052435015,922.0,137.08,40800.0,7.2,0.0,2.0
8718,Mirabel,Quebec,2021A00032474,61108.0,484.09,40800.0,7.2,0.0,16.0
8719,Mirabel,Quebec,2021A00052474005,61108.0,484.09,40800.0,7.2,0.0,16.0
8750,La Patrie,Quebec,2021A00052441027,805.0,204.61,40800.0,7.2,0.0,2.0
8752,Donnacona,Quebec,2021A00052434025,7436.0,20.2,40800.0,7.2,0.0,4.0
8756,Richelieu,Quebec,2021A00052455057,5742.0,30.96,40800.0,7.2,0.0,4.0
8760,Rougemont,Quebec,2021A00052455037,2696.0,43.91,40800.0,7.2,0.0,1.0
8769,Bonnyville,Alberta,2021A00054812009,6404.0,14.17,44800.0,10.9,0.0,1.0
8787,Elgin,Ontario,2021A00033534,94752.0,1878.57,41200.0,9.4,0.0,2.0
8797,Lantier,Quebec,2021A00052478015,891.0,48.19,40800.0,7.2,0.0,1.0
8800,Val-David,Quebec,2021A00052478010,5558.0,42.66,40800.0,7.2,0.0,1.0
8808,Cap-Saint-Ignace,Quebec,2021A00052418045,3099.0,204.32,40800.0,7.2,0.0,2.0
8813,Berthierville,Quebec,2021A00052452035,4386.0,6.77,40800.0,7.2,0.0,7.0
8820,Chambly,Quebec,2021A00052457005,31444.0,25.08,40800.0,7.2,0.0,7.0
8827,McMasterville,Quebec,2021A00052457025,5936.0,3.12,40800.0,7.2,0.0,3.0
8842,Rothesay,New Brunswick,2021A00051305008,342.0,7.26,37600.0,9.6,0.0,2.0
8843,Rothesay,New Brunswick,2021A00051305045,11977.0,34.59,37600.0,9.6,0.0,2.0
8866,Lévis,Quebec,2021A00032425,149683.0,448.07,40800.0,7.2,0.0,35.0
8867,Lévis,Quebec,2021A00052425213,149683.0,448.07,40800.0,7.2,0.0,35.0
8936,Gaspé,Quebec,2021A00052403005,15063.0,1118.77,40800.0,7.2,0.0,15.0
8959,Rosemère,Quebec,2021A00052473020,14090.0,10.68,40800.0,7.2,0.0,4.0
8963,Montréal,Quebec,2021A00032466,2004265.0,498.29,40800.0,7.2,0.0,638.0
8964,Montréal,Quebec,2021A00052466023,1762949.0,364.74,40800.0,7.2,0.0,638.0
10240,Laval,Quebec,2021A00032465,438366.0,246.13,40800.0,7.2,0.0,91.0
10241,Laval,Quebec,2021A00052465005,438366.0,246.13,40800.0,7.2,0.0,91.0
10428,Saint-Guillaume,Quebec,2021A00052449113,1491.0,87.91,40800.0,7.2,0.0,1.0
10432,Edson,Alberta,2021A00054814024,8374.0,29.43,44800.0,10.9,0.0,5.0
10437,High Level,Alberta,2021A00054817093,3922.0,28.7,44800.0,10.9,0.0,1.0
10438,Jasper,Alberta,2021A00054815033,4738.0,921.9,44800.0,10.9,0.0,4.0
10443,Okotoks,Alberta,2021A00054806012,30405.0,38.55,44800.0,10.9,0.0,1.0
10462,Dufferin,New Brunswick,2021A00051302031,565.0,12.34,37600.0,9.6,0.0,1.0
10467,Annapolis Royal,Nova Scotia,2021A00051205008,530.0,1.98,38000.0,7.9,0.0,1.0
10471,Yarmouth,Nova Scotia,2021A00031202,24947.0,2121.64,38000.0,7.9,0.0,3.0
10472,Yarmouth,Nova Scotia,2021A00051202004,10067.0,584.69,38000.0,7.9,0.0,3.0
10473,Yarmouth,Nova Scotia,2021A00051202006,6829.0,10.57,38000.0,7.9,0.0,3.0
10491,Hawkesbury,Ontario,2021A00053502008,10194.0,10.1,41200.0,9.4,0.0,4.0
10517,Montague,Prince Edward Island,2021A00051102005,74.0,30.21,38800.0,10.1,0.0,3.0
10522,Baie-Saint-Paul,Quebec,2021A00052416013,7371.0,545.85,40800.0,7.2,0.0,5.0
10527,Bécancour,Quebec,2021A00032438,20748.0,1143.13,40800.0,7.2,0.0,8.0
10528,Bécancour,Quebec,2021A00052438010,13561.0,439.54,40800.0,7.2,0.0,8.0
10543,Bromont,Quebec,2021A00052446078,11357.0,114.05,40800.0,7.2,0.0,10.0
10553,Coaticook,Quebec,2021A00032444,18906.0,1338.86,40800.0,7.2,0.0,7.0
10554,Coaticook,Quebec,2021A00052444037,8867.0,219.45,40800.0,7.2,0.0,7.0
10567,Dunham,Quebec,2021A00052446050,3599.0,193.86,40800.0,7.2,0.0,6.0
10574,Fort-Coulonge,Quebec,2021A00052484060,1312.0,2.96,40800.0,7.2,0.0,3.0
10577,Hemmingford,Quebec,2021A00052468010,829.0,1.07,40800.0,7.2,0.0,1.0
10578,Hemmingford,Quebec,2021A00052468015,1995.0,157.22,40800.0,7.2,0.0,1.0
10581,Lac-Etchemin,Quebec,2021A00052428053,4028.0,157.22,40800.0,7.2,0.0,3.0
10584,Longueuil,Quebec,2021A00032458,436785.0,282.39,40800.0,7.2,0.0,23.0
10585,Longueuil,Quebec,2021A00052458227,254483.0,115.77,40800.0,7.2,0.0,23.0
10630,Maniwaki,Quebec,2021A00052483065,3757.0,5.67,40800.0,7.2,0.0,5.0
10637,Montebello,Quebec,2021A00052480010,934.0,8.6,40800.0,7.2,0.0,3.0
10640,Mont-Royal,Quebec,2021A00052466072,20953.0,7.55,40800.0,7.2,0.0,4.0
10644,North Hatley,Quebec,2021A00052445050,675.0,3.35,40800.0,7.2,0.0,2.0
10646,Notre-Dame-du-Portage,Quebec,2021A00052412080,1296.0,40.06,40800.0,7.2,0.0,1.0
10647,Orford,Quebec,2021A00052445115,5007.0,136.14,40800.0,7.2,0.0,5.0
10652,Pike River,Quebec,2021A00052446025,503.0,40.77,40800.0,7.2,0.0,1.0
10658,Saint-Alexis-des-Monts,Quebec,2021A00052451065,2999.0,1035.74,40800.0,7.2,0.0,3.0
10664,Sainte-Agathe-des-Monts,Quebec,2021A00052478032,11211.0,129.1,40800.0,7.2,0.0,7.0
10672,Sainte-Julienne,Quebec,2021A00052463060,11173.0,99.42,40800.0,7.2,0.0,3.0
10675,Saint-Eustache,Quebec,2021A00052472005,45276.0,70.51,40800.0,7.2,0.0,9.0
10686,Saint-Marc-sur-Richelieu,Quebec,2021A00052457050,2245.0,60.92,40800.0,7.2,0.0,1.0
10687,Saint-Sauveur,Quebec,2021A00052477043,11580.0,47.62,40800.0,7.2,0.0,4.0
10691,Saint-Tite-des-Caps,Quebec,2021A00052421005,1504.0,129.3,40800.0,7.2,0.0,1.0
10692,Saint-Victor,Quebec,2021A00052427008,2313.0,120.45,40800.0,7.2,0.0,2.0
10711,Prévost,Quebec,2021A00052475040,13692.0,34.29,40800.0,7.2,0.0,4.0
10716,Mercier,Quebec,2021A00052467045,14626.0,45.96,40800.0,7.2,0.0,6.0
10725,High River,Alberta,2021A00054806006,14324.0,22.19,44800.0,10.9,0.0,1.0
10726,High Prairie,Alberta,2021A00054817021,2380.0,7.01,44800.0,10.9,0.0,2.0
10728,Magog,Quebec,2021A00052445072,28312.0,144.26,40800.0,7.2,0.0,14.0
10742,Pointe-Claire,Quebec,2021A00052466097,33488.0,18.91,40800.0,7.2,0.0,6.0
10755,Saint-Léonard-d'Aston,Quebec,2021A00052450042,2530.0,82.55,40800.0,7.2,0.0,4.0
10765,Mascouche,Quebec,2021A00052464015,51183.0,106.89,40800.0,7.2,0.0,12.0
10785,Mont-Saint-Hilaire,Quebec,2021A00052457035,18859.0,44.08,40800.0,7.2,0.0,5.0
10790,Piedmont,Quebec,2021A00052477030,3476.0,24.36,40800.0,7.2,0.0,4.0
10795,Cow Head,Newfoundland and Labrador,2021A00051009016,398.0,17.27,36800.0,12.5,0.0,1.0
10797,Marystown,Newfoundland and Labrador,2021A00051002024,5204.0,62.23,36800.0,12.5,0.0,2.0
10799,Portugal Cove-St. Philip's,Newfoundland and Labrador,2021A00051001504,8415.0,57.61,36800.0,12.5,0.0,1.0
10832,Saint John,New Brunswick,2021A00031301,76558.0,1461.05,37600.0,9.6,0.0,13.0
10833,Saint John,New Brunswick,2021A00051301006,69895.0,315.59,37600.0,9.6,0.0,13.0
10859,Saint-Jean-sur-Richelieu,Quebec,2021A00052456083,97873.0,226.93,40800.0,7.2,0.0,7.0
10866,Châteauguay,Quebec,2021A00052467050,50815.0,34.31,40800.0,7.2,0.0,5.0
10887,L'Ange-Gardien,Quebec,2021A00052421040,3842.0,53.61,40800.0,7.2,0.0,5.0
10888,L'Ange-Gardien,Quebec,2021A00052482005,6102.0,216.05,40800.0,7.2,0.0,5.0
10897,Delson,Quebec,2021A00052467025,8328.0,7.64,40800.0,7.2,0.0,3.0
10900,Pincourt,Quebec,2021A00052471070,14751.0,7.1,40800.0,7.2,0.0,1.0
10907,Carignan,Quebec,2021A00052457010,11740.0,62.07,40800.0,7.2,0.0,2.0
10934,East Angus,Quebec,2021A00052441060,3840.0,7.84,40800.0,7.2,0.0,4.0
10939,Saint-Bruno-de-Montarville,Quebec,2021A00052458037,26273.0,42.85,40800.0,7.2,0.0,9.0
10948,Saint-Basile-le-Grand,Quebec,2021A00052457020,17053.0,35.84,40800.0,7.2,0.0,6.0
10956,Stellarton,Nova Scotia,2021A00051212009,4007.0,8.99,38000.0,7.9,0.0,3.0
10959,Saint-Mathieu-de-Beloeil,Quebec,2021A00052457045,2952.0,39.39,40800.0,7.2,0.0,2.0
10967,Brownsburg-Chatham,Quebec,2021A00052476043,7247.0,244.46,40800.0,7.2,0.0,1.0
10975,Repentigny,Quebec,2021A00052460013,86100.0,61.52,40800.0,7.2,0.0,23.0
10999,Saint-Barnabé-Sud,Quebec,2021A00052454105,962.0,57.2,40800.0,7.2,0.0,1.0
11007,Saint-Jérôme,Quebec,2021A00052475017,80213.0,90.18,40800.0,7.2,0.0,10.0
11017,L'Assomption,Quebec,2021A00032460,128087.0,255.16,40800.0,7.2,0.0,3.0
11018,L'Assomption,Quebec,2021A00052460028,23442.0,98.74,40800.0,7.2,0.0,3.0
11023,Sainte-Sophie,Quebec,2021A00052475028,18080.0,111.2,40800.0,7.2,0.0,2.0
11025,Kingsey Falls,Quebec,2021A00052439097,1986.0,69.36,40800.0,7.2,0.0,3.0
11028,Saint-Esprit,Quebec,2021A00052463030,2011.0,54.19,40800.0,7.2,0.0,2.0
11030,Saint-Hippolyte,Quebec,2021A00052475045,10669.0,119.5,40800.0,7.2,0.0,1.0
11035,Sainte-Adèle,Quebec,2021A00052477022,14010.0,119.67,40800.0,7.2,0.0,3.0
11038,Saint-Jacques,Quebec,2021A00052463013,4302.0,67.17,40800.0,7.2,0.0,1.0
11039,Saint-Gérard-Majella,Quebec,2021A00052453085,240.0,38.32,40800.0,7.2,0.0,1.0
11040,Odanak,Quebec,2021A00052450802,481.0,5.61,40800.0,7.2,0.0,1.0
11041,Dieppe,New Brunswick,2021A00051307045,28114.0,77.02,37600.0,9.6,0.0,9.0
11056,Saint-Joseph-de-Beauce,Quebec,2021A00052427043,5014.0,114.7,40800.0,7.2,0.0,1.0
11063,Sainte-Brigitte-de-Laval,Quebec,2021A00052422045,8468.0,108.42,40800.0,7.2,0.0,1.0
11067,Percé,Quebec,2021A00052402005,3095.0,432.81,40800.0,7.2,0.0,14.0
11085,Raymond,Alberta,2021A00054802008,4199.0,7.63,44800.0,10.9,0.0,1.0
11088,Matagami,Quebec,2021A00052499015,1402.0,75.12,40800.0,7.2,0.0,1.0
11094,Armstrong,British Columbia,2021A00055937028,5323.0,5.22,40800.0,7.4,0.0,1.0
11097,Saint-Gabriel,Quebec,2021A00052452080,2803.0,2.81,40800.0,7.2,0.0,1.0
11098,Stanstead,Quebec,2021A00052445008,2824.0,21.95,40800.0,7.2,0.0,3.0
11099,Stanstead,Quebec,2021A00052445025,1148.0,113.2,40800.0,7.2,0.0,3.0
11104,Noyan,Quebec,2021A00052456015,1418.0,44.28,40800.0,7.2,0.0,1.0
11107,East Hereford,Quebec,2021A00052444010,282.0,72.1,40800.0,7.2,0.0,1.0
11108,Lacolle,Quebec,2021A00052456023,2708.0,49.41,40800.0,7.2,0.0,2.0
11110,Venise-en-Québec,Quebec,2021A00052456005,1899.0,13.13,40800.0,7.2,0.0,3.0
11113,Huntingdon,Quebec,2021A00052469055,2556.0,2.77,40800.0,7.2,0.0,2.0
11116,Ormstown,Quebec,2021A00052469037,3917.0,142.24,40800.0,7.2,0.0,3.0
11119,Saint-Venant-de-Paquette,Quebec,2021A00052444005,69.0,58.75,40800.0,7.2,0.0,1.0
11124,Henryville,Quebec,2021A00052456042,1497.0,64.82,40800.0,7.2,0.0,2.0
11126,Saint-Benoît-du-Lac,Quebec,2021A00052445080,43.0,2.18,40800.0,7.2,0.0,1.0
11127,Ayer's Cliff,Quebec,2021A00052445035,1180.0,5.53,40800.0,7.2,0.0,1.0
11128,Saint-Malo,Quebec,2021A00052444003,514.0,131.83,40800.0,7.2,0.0,2.0
11129,Bolton-Est,Quebec,2021A00052445095,1108.0,79.39,40800.0,7.2,0.0,1.0
11132,Rivière-Beaudette,Quebec,2021A00052471005,2489.0,18.48,40800.0,7.2,0.0,2.0
11134,Lac-Brome,Quebec,2021A00052446075,5923.0,206.9,40800.0,7.2,0.0,1.0
11135,Compton,Quebec,2021A00052444071,3270.0,206.58,40800.0,7.2,0.0,2.0
11140,Saint-Rémi,Quebec,2021A00052468055,8957.0,78.18,40800.0,7.2,0.0,2.0
11142,Saint-Isidore-de-Clifton,Quebec,2021A00052441012,673.0,176.94,40800.0,7.2,0.0,1.0
11143,Saint-Étienne-de-Bolton,Quebec,2021A00052445100,816.0,47.27,40800.0,7.2,0.0,1.0
11144,Waterville,Quebec,2021A00052444080,2307.0,44.03,40800.0,7.2,0.0,1.0
11145,Farnham,Quebec,2021A00052446112,10149.0,92.12,40800.0,7.2,0.0,2.0
11147,Austin,Quebec,2021A00052445085,1748.0,73.58,40800.0,7.2,0.0,1.0
11148,Eastman,Quebec,2021A00052445093,2279.0,73.57,40800.0,7.2,0.0,2.0
11150,Saint-Polycarpe,Quebec,2021A00052471020,2372.0,69.88,40800.0,7.2,0.0,2.0
11152,Beauharnois,Quebec,2021A00052470022,13638.0,68.22,40800.0,7.2,0.0,4.0
11157,Waterloo,Quebec,2021A00052447025,4920.0,12.23,40800.0,7.2,0.0,64.0
11162,Ange-Gardien,Quebec,2021A00052455008,2889.0,90.21,40800.0,7.2,0.0,3.0
11166,Candiac,Quebec,2021A00052467020,22997.0,17.27,40800.0,7.2,0.0,7.0
11174,Notre-Dame-de-l'Île-Perrot,Quebec,2021A00052471065,11427.0,28.06,40800.0,7.2,0.0,1.0
11175,L'Île-Perrot,Quebec,2021A00052471060,11638.0,5.46,40800.0,7.2,0.0,3.0
11178,Notre-Dame-des-Bois,Quebec,2021A00052430010,1028.0,192.51,40800.0,7.2,0.0,2.0
11180,Sainte-Catherine,Quebec,2021A00052467030,17347.0,9.37,40800.0,7.2,0.0,5.0
11185,Sainte-Anne-de-Bellevue,Quebec,2021A00052466117,5027.0,10.46,40800.0,7.2,0.0,5.0
11190,Sainte-Anne-de-la-Rochelle,Quebec,2021A00052442050,625.0,61.86,40800.0,7.2,0.0,1.0
11191,Saint-Césaire,Quebec,2021A00052455023,5972.0,83.06,40800.0,7.2,0.0,2.0
11193,Beaconsfield,Quebec,2021A00052466107,19277.0,11.03,40800.0,7.2,0.0,3.0
